,Symbol,Div,AD,ED,RD
20347,TYG,0.655,2019-02-05,2019-02-20,2019-02-21
20348,TYO,,2020-01-09,2020-09-22,2020-09-23
20349,TYO,,2020-01-09,2020-06-23,2020-06-24
20350,TYO,0.02874,2020-01-09,2020-03-24,2020-03-25
20351,TYO,0.01431,2019-03-13,2019-12-23,2019-12-24
20352,TYO,0.04738,2019-03-13,2019-09-24,2019-09-25
20353,TYO,0.05099,2019-03-13,2019-06-25,2019-06-26
20354,TYO,0.0623,2019-03-13,2019-03-19,2019-03-20
20355,TYO,0.02056,2018-12-24,2018-12-27,2018-12-28
20356,UBA,0.14,2020-09-08,2020-10-01,2020-10-02
20357,UBA,0.07,2020-06-05,2020-07-01,2020-07-03
20358,UBA,0.28,2020-03-19,2020-04-02,2020-04-03
20359,UBA,0.28,2019-12-18,2020-01-02,2020-01-03
20360,UBA,0.275,2019-09-04,2019-10-03,2019-10-04
20361,UBA,0.275,2019-06-03,2019-07-03,2019-07-05
20362,UBA,0.275,2019-03-21,2019-04-03,2019-04-04
20363,UBA,0.275,2018-12-13,2019-01-03,2019-01-04
20364,UBOT,,2020-01-09,2020-03-24,2020-03-25
20365,UBOT,0.01456,2019-03-13,2019-12-23,2019-12-24
20366,UBOT,0.02959,2019-03-13,2019-09-24,2019-09-25
20367,UBOT,0.01352,2019-03-13,2019-06-25,2019-06-26
20368,UBOT,0.01379,2019-03-13,2019-03-19,2019-03-20
20369,UBOT,0.02139,2018-12-24,2018-12-27,2018-12-28
20370,UBOT,,2018-04-26,2018-09-25,2018-09-26
20371,UBOT,0.00178,2018-04-26,2018-06-19,2018-06-20
20372,UBR,,2020-01-29,2020-09-23,2020-09-24
20373,UBR,,2020-01-29,2020-06-24,2020-06-25
20374,UBR,,2020-01-29,2020-03-25,2020-03-26
20375,UBR,0.032068,2019-03-18,2019-12-24,2019-12-26
20376,UBR,0.250188,2019-03-18,2019-09-25,2019-09-26
20377,UBR,0.094762,2019-03-18,2019-06-25,2019-06-26
20378,UBR,0.098845,2019-03-18,2019-03-20,2019-03-21
20379,UBR,0.080982,2018-01-29,2018-12-26,2018-12-27
20380,UBSI,0.35,2020-08-31,2020-09-10,2020-09-11
20381,UBSI,0.35,2020-05-12,2020-06-11,2020-06-12
20382,UBSI,0.35,2020-02-24,2020-03-12,2020-03-13
20383,UBSI,0.35,2019-11-15,2019-12-12,2019-12-13
20384,UBSI,0.34,2019-08-26,2019-09-12,2019-09-13
20385,UBSI,0.34,2019-05-15,2019-06-13,2019-06-14
20386,UBSI,0.34,2019-02-25,2019-03-07,2019-03-08
20387,UBSI,0.34,2018-11-16,2018-12-13,2018-12-14
20388,UCBIO,0.453559,2020-08-05,2020-08-28,2020-08-31
20389,UCO,,2019-03-18,2019-12-24,2019-12-26
20390,UCO,,2019-03-18,2019-09-25,2019-09-26
20391,UCO,,2019-03-18,2019-06-25,2019-06-26
20392,UCO,,2019-03-18,2019-03-20,2019-03-21
20393,UDN,0.28255,2019-01-18,2019-12-23,2019-12-24
20394,UDN,0.2655,2018-12-21,2018-12-24,2018-12-26
20395,UDR,0.36,2020-09-17,2020-10-08,2020-10-12
20396,UDR,0.36,2020-03-19,2020-04-08,2020-04-10
20397,UDR,0.3425,2019-12-12,2020-01-09,2020-01-10
20398,UDR,0.3425,2019-09-19,2019-10-09,2019-10-10
20399,UDR,0.3425,2019-06-20,2019-07-09,2019-07-10
20400,UDR,0.3425,2019-03-28,2019-04-08,2019-04-09
20401,UDR,0.3225,2018-12-13,2019-01-09,2019-01-10
20402,UEVM,,2020-03-06,2020-10-07,2020-10-08
20403,UEVM,0.0435,2020-03-06,2020-09-09,2020-09-10
20404,UEVM,0.4046,2020-03-06,2020-08-12,2020-08-13
20405,UEVM,0.2163,2020-03-06,2020-07-08,2020-07-09
20406,UEVM,0.060097,2020-03-06,2020-06-10,2020-06-11
20407,UEVM,,2020-03-06,2020-05-13,2020-05-14
20408,UEVM,,2020-03-06,2020-04-07,2020-04-08
20409,UEVM,,2020-03-06,2020-03-11,2020-03-12
20410,UEVM,,2020-02-12,2020-02-13,2020-03-06
20411,UEVM,0.2392,2019-12-27,2019-12-30,2019-12-31
20412,UEVM,0.8977,2019-11-29,2019-12-02,2019-12-03
20413,UEVM,0.11464685,2019-05-31,2019-06-03,2019-06-04
20414,UEVM,0.2668,2018-12-14,2018-12-17,2018-12-18
20415,UEVM,0.5454,2018-11-30,2018-12-03,2018-12-04
20416,UFCS,0.33,2020-08-21,2020-09-03,2020-09-04
20417,UFCS,0.33,2020-05-20,2020-06-04,2020-06-05
20418,UFCS,0.33,2020-02-21,2020-03-05,2020-03-06
20419,UFCS,0.33,2019-11-15,2019-11-27,2019-11-29
20420,UFCS,0.33,2019-08-16,2019-08-29,2019-08-30
20421,UFCS,0.33,2019-05-15,2019-05-30,2019-05-31
20422,UFCS,0.31,2019-02-15,2019-02-28,2019-03-01
20423,UFCS,0.31,2018-11-16,2018-11-29,2018-11-30
20424,UFPI,0.125,2020-07-22,2020-08-31,2020-09-01
20425,UFS,0.455,2020-02-19,2020-04-01,2020-04-02
20426,UFS,0.455,2019-11-06,2019-12-31,2020-01-02
20427,UFS,0.455,2019-08-07,2019-10-01,2019-10-02
20428,UFS,0.455,2019-05-08,2019-07-01,2019-07-02
20429,UFS,0.435,2019-02-20,2019-04-01,2019-04-02
20430,UFS,0.435,2018-11-07,2018-12-31,2019-01-02
20431,UGE,0.065649,2020-01-29,2020-09-23,2020-09-24
20432,UGE,0.110569,2020-01-29,2020-06-24,2020-06-25
20433,UGE,0.111821,2020-01-29,2020-03-25,2020-03-26
20434,UGE,0.114167,2019-03-18,2019-12-24,2019-12-26
20435,UGE,0.083527,2019-09-24,2019-09-25,2019-09-26
20436,UGE,0.183165,2019-03-18,2019-06-25,2019-06-26
20437,UGE,0.079544,2019-03-18,2019-03-20,2019-03-21
20438,UGE,0.121749,2018-01-29,2018-12-26,2018-12-27
20439,UGL,,2019-03-18,2019-12-24,2019-12-26
20440,UGL,,2019-03-18,2019-09-25,2019-09-26
20441,UGL,,2019-03-18,2019-06-25,2019-06-26
20442,UGL,,2019-03-18,2019-03-20,2019-03-21
20443,UHAL,0.5,2020-08-20,2020-09-03,2020-09-07
20444,UHAL,0.5,2019-12-04,2019-12-18,2019-12-19
20445,UHAL,0.5,2019-08-22,2019-09-06,2019-09-09
20446,UHAL,0.5,2019-03-06,2019-03-20,2019-03-21
20447,UHAL,0.5,2018-12-05,2018-12-19,2018-12-20
20448,UHT,0.69,2020-09-02,2020-09-15,2020-09-16
20449,UHT,0.69,2020-06-03,2020-06-15,2020-06-16
20450,UHT,0.685,2020-03-04,2020-03-16,2020-03-17
20451,UHT,0.685,2019-12-04,2019-12-17,2019-12-18
20452,UHT,0.68,2019-09-04,2019-09-13,2019-09-16
20453,UHT,0.68,2019-06-12,2019-06-21,2019-06-24
20454,UHT,0.675,2019-03-06,2019-03-18,2019-03-19
20455,UHT,0.675,2018-12-06,2018-12-18,2018-12-19
20456,UIHC,0.06,2020-07-28,2020-08-10,2020-08-11
20457,UIHC,0.06,2020-05-05,2020-05-18,2020-05-19
20458,UIHC,0.06,2020-02-19,2020-03-03,2020-03-04
20459,UIHC,0.06,2019-11-05,2019-11-18,2019-11-19
20460,UIHC,0.06,2019-07-31,2019-08-13,2019-08-14
20461,UIHC,0.06,2019-05-07,2019-05-13,2019-05-14
20462,UIHC,0.06,2019-02-20,2019-03-05,2019-03-06
20463,UIHC,0.06,2018-11-06,2018-11-19,2018-11-20
20464,UITB,,2020-01-31,2020-10-07,2020-10-08
20465,UITB,0.0934,2020-01-31,2020-09-09,2020-09-10
20466,UITB,0.1364,2020-01-31,2020-08-12,2020-08-13
20467,UITB,0.108062,2020-01-31,2020-07-08,2020-07-09
20468,UITB,0.101747,2020-01-31,2020-06-10,2020-06-11
20469,UITB,0.130188,2020-01-31,2020-05-13,2020-05-14
20470,UITB,0.107483,2020-01-31,2020-04-07,2020-04-08
20471,UITB,0.1071,2020-01-31,2020-03-11,2020-03-12
20472,UITB,0.115925,2020-01-31,2020-02-12,2020-02-13
20473,UITB,0.0193,2020-01-07,2020-01-08,2020-01-09
20474,UITB,0.1785,2019-12-27,2019-12-30,2019-12-31
20475,UITB,0.1223,2019-11-20,2019-11-21,2019-11-22
20476,UITB,0.1361,2019-10-23,2019-10-24,2019-10-25
20477,UITB,0.1175,2019-09-19,2019-09-20,2019-09-23
20478,UITB,0.141381,2019-08-22,2019-08-23,2019-08-26
20479,UITB,0.124707,2019-07-23,2019-07-24,2019-07-25
20480,UITB,0.12509031,2019-06-20,2019-06-21,2019-06-24
20481,UITB,0.13606632,2019-05-23,2019-05-24,2019-05-28
20482,UITB,0.13876552,2019-04-22,2019-04-23,2019-04-24
20483,UITB,0.12461425,2019-03-21,2019-03-22,2019-03-25
20484,UITB,0.12535129,2019-02-20,2019-02-21,2019-02-22
20485,UITB,0.09560949,2019-01-23,2019-01-24,2019-01-25
20486,UITB,0.1734,2018-12-14,2018-12-17,2018-12-18
20487,UITB,0.1289,2018-11-21,2018-11-23,2018-11-26
20488,UITB,0.12224784,2018-10-23,2018-10-24,2018-10-25
20489,ULH,0.105,2020-02-06,2020-02-28,2020-03-02
20490,ULH,0.105,2019-10-24,2019-11-29,2019-12-02
20491,ULH,0.105,2019-07-25,2019-08-29,2019-09-02
20492,ULH,0.105,2019-07-25,2019-08-02,2019-08-05
20493,ULH,0.105,2019-04-25,2019-05-03,2019-05-06
20494,ULH,0.105,2019-02-21,2019-03-01,2019-03-04
20495,ULH,0.11,2019-02-21,2019-03-01,2019-03-04
20496,ULH,0.105,2018-10-25,2018-11-02,2018-11-05
20497,ULVM,,2020-03-06,2020-10-07,2020-10-08
20498,ULVM,0.0834,2020-03-06,2020-09-09,2020-09-10
20499,ULVM,0.0443,2020-03-06,2020-08-12,2020-08-13
20500,ULVM,0.054581,2020-03-06,2020-07-08,2020-07-09
20501,ULVM,0.095861,2020-03-06,2020-06-10,2020-06-11
20502,ULVM,0.054585,2020-03-06,2020-05-13,2020-05-14
20503,ULVM,0.043191,2020-03-06,2020-04-07,2020-04-08
20504,ULVM,0.0786,2020-03-06,2020-03-11,2020-03-12
20505,ULVM,0.047626,2020-02-11,2020-02-12,2020-02-13
20506,ULVM,0.0045,2020-01-07,2020-01-08,2020-01-09
20507,ULVM,0.1229,2019-12-27,2019-12-30,2019-12-31
20508,ULVM,0.2215,2019-11-29,2019-12-02,2019-12-03
20509,ULVM,0.273548,2019-08-30,2019-09-03,2019-09-04
20510,ULVM,0.23428299,2019-05-31,2019-06-03,2019-06-04
20511,ULVM,0.16112695,2019-02-28,2019-03-01,2019-03-04
20512,ULVM,0.0987,2018-12-14,2018-12-17,2018-12-18
20513,ULVM,0.1821,2018-11-30,2018-12-03,2018-12-04
20514,UMC,0.1364961,2020-06-29,2020-07-14,2020-07-15
20515,UMH,0.18,2020-07-01,2020-08-14,2020-08-17
20516,UMH,0.18,2020-04-02,2020-05-14,2020-05-15
20517,UMH,0.18,2020-01-15,2020-02-14,2020-02-18
20518,UMH,0.18,2019-10-03,2019-11-14,2019-11-15
20519,UMH,0.18,2019-07-01,2019-08-14,2019-08-15
20520,UMH,0.18,2019-04-01,2019-05-14,2019-05-15
20521,UMH,0.18,2019-01-15,2019-02-14,2019-02-15
20522,UMH,0.18,2018-10-01,2018-11-14,2018-11-15
20523,UMPQ,0.21,2020-08-10,2020-08-19,2020-08-20
20524,UMPQ,0.21,2020-03-13,2020-03-30,2020-03-31
20525,UMPQ,0.21,2019-12-13,2019-12-30,2019-12-31
20526,UMPQ,0.21,2019-09-11,2019-09-27,2019-09-30
20527,UMPQ,0.21,2019-06-13,2019-06-27,2019-06-28
20528,UMPQ,0.21,2019-03-15,2019-03-28,2019-03-29
20529,UMPQ,0.21,2018-12-14,2018-12-28,2018-12-31
20530,UN,0.4694,2020-01-30,2020-08-06,2020-08-07
20531,UN,0.4445,2020-01-30,2020-05-14,2020-05-15
20532,UN,0.4517,2020-01-30,2020-02-20,2020-02-21
20533,UN,0.4422,2019-01-31,2019-02-14,2019-02-15
20534,UNB,0.32,2020-07-15,2020-07-24,2020-07-27
20535,UNB,0.32,2020-04-15,2020-04-24,2020-04-27
20536,UNB,0.32,2020-01-15,2020-01-24,2020-01-27
20537,UNB,0.31,2019-10-16,2019-10-25,2019-10-28
20538,UNB,0.31,2019-07-17,2019-07-26,2019-07-29
20539,UNB,0.31,2019-04-17,2019-04-29,2019-04-30
20540,UNB,0.31,2019-01-16,2019-01-25,2019-01-28
20541,UNB,0.3,2018-10-17,2018-10-26,2018-10-29
20542,UNH,1.25,2020-08-05,2020-09-11,2020-09-14
20543,UNH,1.25,2020-06-02,2020-06-19,2020-06-22
20544,UNH,1.08,2020-02-17,2020-03-13,2020-03-16
20545,UNH,1.08,2019-11-08,2019-12-06,2019-12-09
20546,UNH,1.08,2019-08-13,2019-09-13,2019-09-16
20547,UNH,1.08,2019-06-05,2019-06-14,2019-06-17
20548,UNH,0.9,2019-02-27,2019-03-08,2019-03-11
20549,UNH,0.9,2018-11-09,2018-11-30,2018-12-03
20550,UNP,0.97,2020-07-30,2020-08-28,2020-08-31
20551,UNP,0.97,2020-05-14,2020-05-28,2020-05-29
20552,UNP,0.97,2020-02-06,2020-02-27,2020-02-28
20553,UNP,0.97,2019-11-14,2019-11-27,2019-11-29
20554,UNP,0.97,2019-07-25,2019-08-29,2019-08-30
20555,UNP,0.88,2019-05-16,2019-05-30,2019-05-31
20556,UNP,0.88,2019-02-07,2019-02-27,2019-02-28
20557,UNP,0.8,2018-11-15,2018-11-29,2018-11-30
20558,UPS,1.01,2020-08-12,2020-08-21,2020-08-24
20559,UPS,1.01,2020-05-14,2020-05-22,2020-05-26
20560,UPS,1.01,2020-02-13,2020-02-24,2020-02-25
20561,UPS,0.96,2019-11-07,2019-11-15,2019-11-18
20562,UPS,0.96,2019-08-08,2019-08-16,2019-08-19
20563,UPS,0.96,2019-05-09,2019-05-17,2019-05-20
20564,UPS,0.96,2019-02-15,2019-02-25,2019-02-26
20565,UPS,0.91,2018-11-08,2018-11-16,2018-11-19
20566,UPW,,2020-01-29,2020-09-23,2020-09-24
20567,UPW,,2020-01-29,2020-06-24,2020-06-25
20568,UPW,0.258624,2020-01-29,2020-03-25,2020-03-26
20569,UPW,0.361817,2019-12-23,2019-12-24,2019-12-26
20570,UPW,,2019-03-18,2019-09-25,2019-09-26
20571,UPW,0.191367,2019-03-18,2019-06-25,2019-06-26
20572,UPW,0.025896,2019-03-18,2019-03-20,2019-03-21
20573,UPW,0.237874,2018-01-26,2018-12-26,2018-12-27
20574,URA,0.155779,2020-01-20,2020-06-29,2020-06-30
20575,URA,0.079803,2019-01-21,2019-12-30,2019-12-31
20576,URA,0.103724,2019-01-21,2019-06-27,2019-06-28
20577,URA,0.051625,2018-01-27,2018-12-28,2018-12-31
20578,URE,0.074782,2020-01-29,2020-09-23,2020-09-24
20579,URE,0.067875,2020-01-29,2020-06-24,2020-06-25
20580,URE,0.137327,2020-01-29,2020-03-25,2020-03-26
20581,URE,0.441007,2019-12-23,2019-12-24,2019-12-26
20582,URE,0.147786,2019-09-24,2019-09-25,2019-09-26
20583,URE,0.359306,2019-03-18,2019-06-25,2019-06-26
20584,URE,0.011741,2019-03-18,2019-03-20,2019-03-21
20585,URE,0.435533,2018-01-26,2018-12-26,2018-12-27
20586,URTH,0.919222,2019-12-13,2020-06-15,2020-06-16
20587,URTH,,2018-12-26,2019-12-30,2019-12-31
20588,URTH,0.915214,2018-12-26,2019-12-16,2019-12-17
20589,URTH,1.213737,2018-12-26,2019-06-17,2019-06-18
20590,URTH,0.060481,2018-01-23,2018-12-28,2018-12-31
20591,URTH,0.700887,2017-12-29,2018-12-18,2018-12-19
20592,USA,0.16,2020-07-13,2020-07-23,2020-07-24
20593,USA,0.14,2020-04-13,2020-04-23,2020-04-24
20594,USA,0.17,2020-01-13,2020-01-23,2020-01-24
20595,USA,0.17,2019-11-04,2019-11-14,2019-11-15
20596,USA,0.17,2019-07-15,2019-07-25,2019-07-26
20597,USA,0.17,2019-04-15,2019-04-25,2019-04-26
20598,USA,0.15,2019-01-14,2019-01-24,2019-01-25
20599,USA,0.16,2018-11-05,2018-11-15,2018-11-16
20600,USAI,0.0502,2020-03-12,2020-09-29,2020-09-30
20601,USAI,0.1209,2020-03-12,2020-08-28,2020-08-31
20602,USAI,0.0485,2020-03-12,2020-07-30,2020-07-31
20603,USAI,0.0315,2020-03-12,2020-06-29,2020-06-30
20604,USAI,0.144,2020-03-12,2020-05-28,2020-05-29
20605,USAI,0.1701,2020-03-12,2020-04-29,2020-04-30
20606,USAI,0.18,2020-03-12,2020-03-30,2020-03-31
20607,USAI,0.2816,2020-02-25,2020-02-27,2020-02-28
20608,USAI,0.0642,2020-01-28,2020-01-30,2020-01-31
20609,USAI,0.404204,2019-12-23,2019-12-24,2019-12-26
20610,USDP,0.111,2020-07-23,2020-08-03,2020-08-04
20611,USDP,0.111,2020-04-23,2020-05-04,2020-05-05
20612,USDP,0.37,2020-01-30,2020-02-07,2020-02-10
20613,USDP,0.3675,2019-10-24,2019-11-01,2019-11-04
20614,USDP,0.365,2019-07-24,2019-08-05,2019-08-06
20615,USDP,0.3625,2019-04-26,2019-05-06,2019-05-07
20616,USDP,0.36,2019-01-31,2019-02-08,2019-02-11
20617,USDP,0.3575,2018-10-25,2018-11-05,2018-11-06
20618,USDY,0.1967,2020-09-25,2020-09-28,2020-09-29
20619,USDY,0.1764,2020-06-25,2020-06-26,2020-06-29
20620,USDY,0.202,2020-03-26,2020-03-27,2020-03-30
20621,USDY,0.5779,2019-12-26,2019-12-27,2019-12-30
20622,USDY,0.2354,2019-12-26,2019-12-27,2019-12-30
20623,USDY,0.2023,2019-09-24,2019-09-25,2019-09-26
20624,USDY,0.2092,2019-06-25,2019-06-26,2019-06-27
20625,USDY,0.06038452,2019-03-19,2019-03-20,2019-03-21
20626,USHG,0.0742,2019-12-26,2019-12-27,2019-12-30
20627,USHG,0.3096,2019-12-26,2019-12-27,2019-12-30
20628,USI,0.036,2020-01-11,2020-10-01,2020-10-02
20629,USI,0.0392,2020-01-11,2020-09-01,2020-09-02
20630,USI,0.0444,2020-01-11,2020-08-03,2020-08-04
20631,USI,0.0472,2020-01-11,2020-07-01,2020-07-02
20632,USI,0.0492,2020-01-11,2020-06-01,2020-06-02
20633,USI,0.0522,2020-01-11,2020-05-01,2020-05-04
20634,USI,0.0514,2020-01-11,2020-04-01,2020-04-02
20635,USI,0.0516,2020-01-11,2020-03-02,2020-03-03
20636,USI,0.053,2020-01-11,2020-02-03,2020-02-04
20637,USI,0.06,2019-12-26,2019-12-27,2019-12-30
20638,USI,0.0574,2019-07-26,2019-12-02,2019-12-03
20639,USI,0.0646,2019-07-26,2019-11-01,2019-11-04
20640,USI,0.062,2019-07-26,2019-10-01,2019-10-02
20641,USI,0.0654,2019-07-26,2019-09-03,2019-09-04
20642,USI,0.0662,2019-07-26,2019-08-01,2019-08-02
20643,USI,0.06,2019-06-28,2019-07-01,2019-07-02
20644,USI,0.069111,2019-05-31,2019-06-03,2019-06-04
20645,USLB,0.19332,2020-06-19,2020-06-22,2020-06-23
20646,USLB,0.17743,2020-03-20,2020-03-23,2020-03-24
20647,USLB,0.30642,2019-12-20,2019-12-23,2019-12-24
20648,USLB,0.12421,2019-09-20,2019-09-23,2019-09-24
20649,USLB,0.19548,2019-06-21,2019-06-24,2019-06-25
20650,USLB,0.16344,2018-12-21,2018-12-24,2018-12-26
20651,USMF,0.07,2020-01-08,2020-09-22,2020-09-23
20652,USMF,0.1,2020-01-08,2020-06-23,2020-06-24
20653,USMF,0.20267,2020-01-08,2020-03-24,2020-03-25
20654,USMF,0.1166,2019-12-20,2019-12-23,2019-12-24
20655,USMF,,2019-12-09,2019-12-09,2019-12-10
20656,USMF,0.135,2019-09-23,2019-09-24,2019-09-25
20657,USMF,0.11,2019-06-21,2019-06-24,2019-06-25
20658,USMF,0.08,2019-03-25,2019-03-26,2019-03-27
20659,USMF,0.13976,2018-02-01,2018-12-24,2018-12-26
20660,USRT,0.344158,2019-12-12,2020-09-23,2020-09-24
20661,USRT,0.329017,2019-12-12,2020-06-15,2020-06-16
20662,USRT,0.434796,2019-12-12,2020-03-25,2020-03-26
20663,USRT,,2018-12-24,2019-12-30,2019-12-31
20664,USRT,0.538665,2018-12-24,2019-12-16,2019-12-17
20665,USRT,0.45688,2018-12-24,2019-09-24,2019-09-25
20666,USRT,0.390029,2018-12-24,2019-06-17,2019-06-18
20667,USRT,0.436387,2018-12-24,2019-03-20,2019-03-21
20668,USRT,,2018-01-18,2018-12-28,2018-12-31
20669,USRT,0.300893,2018-01-02,2018-12-17,2018-12-18
20670,UST,0.089552,2020-01-29,2020-09-23,2020-09-24
20671,UST,0.111599,2020-01-29,2020-06-24,2020-06-25
20672,UST,0.110271,2020-01-29,2020-03-25,2020-03-26
20673,UST,0.276532,2019-03-18,2019-12-24,2019-12-26
20674,UST,0.14747,2019-03-18,2019-09-25,2019-09-26
20675,UST,0.172511,2019-03-18,2019-06-25,2019-06-26
20676,UST,0.28774,2019-03-18,2019-03-20,2019-03-21
20677,UST,0.351134,2018-01-29,2018-12-26,2018-12-27
20678,UTES,0.22,2020-09-18,2020-09-21,2020-09-22
20679,UTES,0.21,2020-06-19,2020-06-22,2020-06-23
20680,UTES,0.16,2020-03-19,2020-03-20,2020-03-23
20681,UTES,0.23,2019-12-19,2019-12-20,2019-12-23
20682,UTES,0.2,2019-09-19,2019-09-20,2019-09-23
20683,UTES,0.19,2019-06-19,2019-06-20,2019-06-21
20684,UTES,0.14,2019-03-19,2019-03-20,2019-03-21
20685,UTES,0.23,2018-12-19,2018-12-20,2018-12-21
20686,UTG,0.18,2020-07-13,2020-09-17,2020-09-18
20687,UTG,0.18,2020-07-13,2020-08-20,2020-08-21
20688,UTG,0.18,2020-07-13,2020-07-23,2020-07-24
20689,UTG,0.18,2020-04-06,2020-06-18,2020-06-19
20690,UTG,0.18,2020-04-06,2020-05-18,2020-05-19
20691,UTG,0.18,2020-04-06,2020-04-17,2020-04-20
20692,UTG,0.18,2019-12-18,2020-03-19,2020-03-20
20693,UTG,0.18,2019-12-18,2020-02-13,2020-02-14
20694,UTG,0.18,2019-12-18,2019-12-30,2019-12-31
20695,UTG,0.18,2019-10-10,2019-12-18,2019-12-19
20696,UTG,0.18,2019-10-10,2019-11-14,2019-11-15
20697,UTG,0.18,2019-10-10,2019-10-21,2019-10-22
20698,UTG,0.18,2019-06-17,2019-09-19,2019-09-20
20699,UTG,0.18,2019-06-17,2019-08-20,2019-08-21
20700,UTG,0.18,2019-06-17,2019-07-22,2019-07-23
20701,UTG,0.17,2019-04-09,2019-06-17,2019-06-18
20702,UTG,0.17,2019-04-09,2019-05-20,2019-05-21
20703,UTG,0.17,2019-04-09,2019-04-18,2019-04-22
20704,UTG,0.17,2018-12-19,2019-03-19,2019-03-20
20705,UTG,0.17,2018-12-19,2019-02-14,2019-02-15
20706,UTG,0.17,2018-12-19,2018-12-28,2018-12-31
20707,UTG,0.17,2018-10-10,2018-12-17,2018-12-18
20708,UTG,0.17,2018-10-10,2018-11-16,2018-11-19
20709,UTG,0.17,2018-10-10,2018-10-19,2018-10-22
20710,UTMD,0.28,2020-08-11,2020-09-14,2020-09-15
20711,UTMD,0.28,2020-05-07,2020-06-16,2020-06-17
20712,UTMD,0.28,2020-02-13,2020-03-12,2020-03-13
20713,UTMD,0.28,2019-11-05,2019-12-12,2019-12-13
20714,UTMD,0.275,2019-08-08,2019-09-12,2019-09-13
20715,UTMD,0.275,2019-05-07,2019-06-13,2019-06-14
20716,UTMD,0.275,2019-02-12,2019-03-14,2019-03-15
20717,UTMD,0.275,2018-10-30,2018-12-13,2018-12-14
20718,UTZ,0.05,2020-09-10,2020-09-18,2020-09-21
20719,UUP,0.52612,2019-01-18,2019-12-23,2019-12-24
20720,UUP,0.2759,2018-12-21,2018-12-24,2018-12-26
20721,UVE,0.16,2020-07-06,2020-07-30,2020-07-31
20722,UVE,0.16,2020-04-16,2020-05-13,2020-05-14
20723,UVE,0.16,2020-02-11,2020-03-11,2020-03-12
20724,UVE,0.16,2019-11-14,2019-12-12,2019-12-13
20725,UVE,0.13,2019-11-14,2019-12-12,2019-12-13
20726,UVE,0.16,2019-06-05,2019-07-02,2019-07-03
20727,UVE,0.16,2019-04-10,2019-05-02,2019-05-03
20728,UVE,0.16,2019-01-31,2019-03-08,2019-03-11
20729,UVE,0.16,2018-11-16,2018-11-26,2018-11-27
20730,UVE,0.13,2018-11-16,2018-11-26,2018-11-27
20731,UVV,0.77,2020-08-05,2020-10-08,2020-10-12
