,Symbol,Div,AD,ED,RD
19842,TFSL,0.28,2020-02-27,2020-03-09,2020-03-10
19843,TFSL,0.27,2019-11-21,2019-12-02,2019-12-03
19844,TFSL,0.27,2019-08-22,2019-08-30,2019-09-03
19845,TFSL,0.25,2019-05-30,2019-06-10,2019-06-11
19846,TFSL,0.25,2019-02-21,2019-03-04,2019-03-05
19847,TFSL,0.25,2018-11-14,2018-11-27,2018-11-28
19848,TG,0.12,2020-08-06,2020-09-17,2020-09-18
19849,TG,0.12,2020-05-21,2020-06-18,2020-06-19
19850,TG,0.12,2020-02-27,2020-03-12,2020-03-13
19851,TG,0.12,2019-11-06,2019-12-12,2019-12-13
19852,TG,0.12,2019-08-02,2019-09-12,2019-09-13
19853,TG,0.11,2019-05-02,2019-06-13,2019-06-14
19854,TG,0.11,2019-02-22,2019-03-14,2019-03-15
19855,TG,0.11,2018-11-02,2018-12-13,2018-12-14
19856,TGLS,0.0275,2020-09-14,2020-09-29,2020-09-30
19857,TGLS,0.0275,2020-06-23,2020-07-07,2020-07-08
19858,TGLS,0.0275,2020-03-02,2020-03-30,2020-03-31
19859,TGLS,0.14,2019-07-02,2019-07-30,2019-07-31
19860,TGLS,,2019-07-02,2019-07-30,2019-07-31
19861,TGLS,0.14,2019-04-08,2019-04-29,2019-04-30
19862,TGLS,0.14,2019-01-09,2019-01-30,2019-01-31
19863,TGLS,0.14,2018-09-07,2018-10-25,2018-10-26
19864,TGP,0.25,2020-07-17,2020-07-30,2020-07-31
19865,TGP,0.25,2020-04-16,2020-04-30,2020-05-01
19866,TGP,0.19,2020-01-20,2020-01-30,2020-01-31
19867,TGP,0.19,2019-10-21,2019-10-31,2019-11-01
19868,TGP,0.19,2019-07-19,2019-08-05,2019-08-06
19869,TGP,0.19,2019-04-24,2019-05-06,2019-05-07
19870,TGP,0.14,2019-01-08,2019-01-31,2019-02-01
19871,TGP,0.14,2018-10-03,2018-11-01,2018-11-02
19872,TGS,1.082944,2019-04-12,2019-04-18,2019-04-22
19873,THCX,0.15,2020-09-17,2020-09-18,2020-09-21
19874,THCX,0.4176,2019-12-27,2019-12-30,2019-12-31
19875,THFF,0.52,2020-05-21,2020-06-12,2020-06-15
19876,THFF,0.52,2019-11-21,2020-01-07,2020-01-08
19877,THFF,0.52,2019-05-22,2019-06-14,2019-06-17
19878,THFF,0.51,2018-11-26,2019-01-07,2019-01-08
19879,THQ,0.1125,2020-09-08,2020-09-17,2020-09-18
19880,THQ,0.1125,2020-08-10,2020-08-19,2020-08-20
19881,THQ,0.1125,2020-07-09,2020-07-17,2020-07-20
19882,THQ,0.1125,2020-06-08,2020-06-18,2020-06-19
19883,THQ,0.1125,2020-04-09,2020-04-17,2020-04-20
19884,THQ,0.1125,2020-03-09,2020-03-19,2020-03-20
19885,THQ,0.1125,2020-02-10,2020-02-19,2020-02-20
19886,THQ,0.1125,2020-01-07,2020-01-16,2020-01-17
19887,THQ,0.1125,2019-12-10,2019-12-19,2019-12-20
19888,THQ,0.1125,2019-11-08,2019-11-19,2019-11-20
19889,THQ,0.1125,2019-10-08,2019-10-17,2019-10-18
19890,THQ,0.1125,2019-09-10,2019-09-19,2019-09-20
19891,THQ,0.1125,2019-08-09,2019-08-19,2019-08-20
19892,THQ,0.1125,2019-07-09,2019-07-18,2019-07-19
19893,THQ,0.1125,2019-06-10,2019-06-19,2019-06-20
19894,THQ,0.1125,2019-05-10,2019-05-17,2019-05-20
19895,THQ,0.1125,2019-04-08,2019-04-17,2019-04-18
19896,THQ,0.1125,2019-03-08,2019-03-19,2019-03-20
19897,THQ,0.1125,2019-02-08,2019-02-19,2019-02-20
19898,THQ,0.1125,2019-01-08,2019-01-17,2019-01-18
19899,THQ,0.1125,2018-12-10,2018-12-19,2018-12-20
19900,THQ,0.1125,2018-11-09,2018-11-19,2018-11-20
19901,THQ,0.1125,2018-10-09,2018-10-18,2018-10-19
19902,TIF,0.58,2020-08-20,2020-09-18,2020-09-21
19903,TIF,0.58,2020-05-20,2020-06-19,2020-06-22
19904,TIF,0.58,2020-02-20,2020-03-19,2020-03-20
19905,TIF,0.58,2019-11-21,2019-12-19,2019-12-20
19906,TIF,0.58,2019-08-15,2019-09-19,2019-09-20
19907,TIF,0.58,2019-06-04,2019-06-19,2019-06-20
19908,TIF,0.55,2019-02-21,2019-03-19,2019-03-20
19909,TIF,0.55,2018-11-15,2018-12-19,2018-12-20
19910,TIGO,1.32,2019-05-02,2019-11-05,2019-11-06
19911,TILE,0.01,2020-08-18,2020-09-03,2020-09-04
19912,TILE,0.01,2020-05-19,2020-06-04,2020-06-05
19913,TILE,0.065,2020-03-10,2020-03-26,2020-03-27
19914,TILE,0.065,2019-10-23,2019-11-07,2019-11-08
19915,TILE,0.065,2019-07-24,2019-08-08,2019-08-09
19916,TILE,0.065,2019-04-24,2019-05-09,2019-05-10
19917,TILE,0.065,2019-02-19,2019-03-07,2019-03-08
19918,TILE,0.065,2018-10-24,2018-11-08,2018-11-09
19919,TIP,0.4173,2020-09-30,2020-10-01,2020-10-02
19920,TIP,,2019-12-11,2020-09-01,2020-09-02
19921,TIP,,2019-12-11,2020-08-03,2020-08-04
19922,TIP,,2019-12-11,2020-07-01,2020-07-02
19923,TIP,,2019-12-11,2020-06-01,2020-06-02
19924,TIP,0.297868,2019-12-11,2020-05-01,2020-05-04
19925,TIP,0.175997,2019-12-11,2020-04-01,2020-04-02
19926,TIP,,2019-12-11,2020-03-02,2020-03-03
19927,TIP,0.126731,2019-12-11,2020-02-03,2020-02-04
19928,TIP,,2018-12-19,2019-12-30,2019-12-31
19929,TIP,0.10851,2018-12-19,2019-12-19,2019-12-20
19930,TIP,0.104275,2018-12-19,2019-12-02,2019-12-03
19931,TIP,0.019816,2018-12-19,2019-11-01,2019-11-04
19932,TIP,0.196375,2018-12-19,2019-10-01,2019-10-02
19933,TIP,0.059477,2018-12-19,2019-09-03,2019-09-04
19934,TIP,0.270096,2018-12-19,2019-08-01,2019-08-02
19935,TIP,0.611539,2018-12-19,2019-07-01,2019-07-02
19936,TIP,0.639222,2018-12-19,2019-06-03,2019-06-04
19937,TIP,0.034818,2018-12-19,2019-05-01,2019-05-02
19938,TIP,,2018-12-19,2019-04-01,2019-04-02
19939,TIP,,2018-12-19,2019-03-01,2019-03-04
19940,TIP,,2018-12-19,2019-02-01,2019-02-04
19941,TIP,0.184212,2018-01-10,2018-12-18,2018-12-19
19942,TIP,0.155427,2018-01-10,2018-12-03,2018-12-04
19943,TIP,0.09139,2018-01-10,2018-11-01,2018-11-02
19944,TIPX,0.0825,2020-01-15,2020-10-01,2020-10-02
19945,TIPX,0.065002,2020-01-15,2020-09-01,2020-09-02
19946,TIPX,,2020-01-15,2020-08-03,2020-08-04
19947,TIPX,,2020-01-15,2020-07-01,2020-07-02
19948,TIPX,,2020-01-15,2020-06-01,2020-06-02
19949,TIPX,0.058702,2020-01-15,2020-05-01,2020-05-04
19950,TIPX,0.056204,2020-01-15,2020-04-01,2020-04-02
19951,TIPX,,2020-01-15,2020-03-02,2020-03-03
19952,TIPX,0.010881,2020-01-31,2020-02-03,2020-02-04
19953,TIPX,,2019-01-09,2019-12-30,2019-12-31
19954,TIPX,0.047638,2019-01-09,2019-12-20,2019-12-23
19955,TIPX,0.019816,2019-01-09,2019-12-02,2019-12-03
19956,TIPX,0.005161,2019-01-09,2019-11-01,2019-11-04
19957,TIPX,0.036219,2019-01-09,2019-10-01,2019-10-02
19958,TIPX,0.01081,2019-01-09,2019-09-03,2019-09-04
19959,TIPX,0.046149,2019-01-09,2019-08-01,2019-08-02
19960,TIPX,0.10304,2019-01-09,2019-07-01,2019-07-02
19961,TIPX,0.113767,2019-01-09,2019-06-03,2019-06-04
19962,TIPX,0.080584,2019-01-09,2019-05-01,2019-05-02
19963,TIPX,0.031796,2019-01-09,2019-04-01,2019-04-02
19964,TIPX,,2019-01-09,2019-03-01,2019-03-04
19965,TIPX,,2019-01-09,2019-02-01,2019-02-04
19966,TIPX,,2018-01-13,2018-12-28,2018-12-31
19967,TIPX,0.072081,2018-12-18,2018-12-19,2018-12-20
19968,TIPX,0.026877,2018-11-30,2018-12-03,2018-12-04
19969,TIPX,0.015432,2018-01-12,2018-11-01,2018-11-02
19970,TJX,0.23,2019-12-03,2020-02-12,2020-02-13
19971,TJX,0.23,2019-09-13,2019-11-13,2019-11-14
19972,TJX,0.23,2019-06-04,2019-08-14,2019-08-15
19973,TJX,0.23,2019-04-02,2019-05-15,2019-05-16
19974,TJX,0.195,2018-12-04,2019-02-13,2019-02-14
19975,TJX,0.195,2018-09-17,2018-11-14,2018-11-15
19976,TJX,,2018-09-17,2018-10-30,2018-11-07
19977,TKR,0.28,2020-08-07,2020-08-20,2020-08-21
19978,TKR,0.28,2020-02-07,2020-02-20,2020-02-21
19979,TKR,0.28,2019-11-12,2019-11-21,2019-11-22
19980,TKR,0.28,2019-08-09,2019-08-20,2019-08-21
19981,TKR,0.28,2019-05-10,2019-05-21,2019-05-22
