,Symbol,AD,ED,RD
17491,RNP,2018-12-18,2019-03-19,2019-03-20
17492,RNP,2018-12-18,2019-02-12,2019-02-13
17493,RNP,2018-12-18,2019-01-15,2019-01-16
17494,RNP,2018-09-12,2018-12-18,2018-12-19
17495,RNP,2018-09-12,2018-11-13,2018-11-14
17496,RNP,2018-09-12,2018-10-16,2018-10-17
17497,RNSC,2020-09-23,2020-09-24,2020-09-25
17498,RNSC,2020-06-24,2020-06-25,2020-06-26
17499,RNSC,2020-03-25,2020-03-26,2020-03-27
17500,RNSC,2019-12-12,2019-12-13,2019-12-16
17501,RNSC,2019-09-24,2019-09-25,2019-09-26
17502,RNSC,2019-06-13,2019-06-14,2019-06-17
17503,RNSC,2019-03-20,2019-03-21,2019-03-22
17504,RNSC,2018-01-09,2018-12-18,2018-12-19
17505,ROAM,2020-01-29,2020-06-25,2020-06-26
17506,ROAM,2019-01-08,2019-12-20,2019-12-23
17507,ROAM,2019-01-08,2019-06-25,2019-06-26
17508,ROAM,2018-12-19,2018-12-20,2018-12-21
17509,ROBT,2020-09-23,2020-09-24,2020-09-25
17510,ROBT,2020-06-24,2020-06-25,2020-06-26
17511,ROBT,2020-03-25,2020-03-26,2020-03-27
17512,ROBT,2019-12-12,2019-12-13,2019-12-16
17513,ROBT,2019-09-24,2019-09-25,2019-09-26
17514,ROBT,2019-06-13,2019-06-14,2019-06-17
17515,ROBT,2019-03-20,2019-03-21,2019-03-22
17516,ROBT,2018-12-17,2018-12-18,2018-12-19
17517,ROK,2020-06-03,2020-08-14,2020-08-17
17518,ROK,2020-04-07,2020-05-15,2020-05-18
17519,ROK,2020-02-05,2020-02-14,2020-02-18
17520,ROK,2019-10-30,2019-11-08,2019-11-12
17521,ROK,2019-06-05,2019-08-09,2019-08-12
17522,ROK,2019-04-03,2019-05-10,2019-05-13
17523,ROK,2019-02-06,2019-02-15,2019-02-19
17524,ROK,2018-11-01,2018-11-08,2018-11-12
17525,ROMO,2019-12-26,2019-12-27,2019-12-30
17526,ROP,2020-09-18,2020-10-05,2020-10-06
17527,ROP,2020-06-10,2020-07-07,2020-07-08
17528,ROP,2020-03-16,2020-04-07,2020-04-08
17529,ROP,2019-11-15,2020-01-08,2020-01-09
17530,ROP,2019-09-20,2019-10-03,2019-10-04
17531,ROP,2019-06-17,2019-07-05,2019-07-08
17532,ROP,2019-03-18,2019-04-05,2019-04-08
17533,ROP,2018-11-12,2019-01-08,2019-01-09
17534,ROST,2020-03-03,2020-03-16,2020-03-17
17535,ROST,2019-11-20,2019-12-05,2019-12-06
17536,ROST,2019-08-21,2019-09-11,2019-09-12
17537,ROST,2019-05-22,2019-06-10,2019-06-11
17538,ROST,2019-03-05,2019-03-15,2019-03-18
17539,ROST,2018-11-19,2018-12-06,2018-12-07
17540,RPAR,2020-09-22,2020-09-23,2020-09-24
17541,RPAR,2020-06-23,2020-06-24,2020-06-25
17542,RPAR,2020-03-24,2020-03-25,2020-03-26
17543,RPAR,2019-12-24,2019-12-26,2019-12-27
17544,RPRX,2020-09-02,2020-09-14,2020-09-15
17545,RPV,2020-01-28,2020-09-21,2020-09-22
17546,RPV,2020-01-28,2020-06-22,2020-06-23
17547,RPV,2020-01-28,2020-03-23,2020-03-24
17548,RPV,2019-01-18,2019-12-23,2019-12-24
17549,RPV,2019-01-18,2019-09-23,2019-09-24
17550,RPV,2019-01-18,2019-06-24,2019-06-25
17551,RPV,2019-03-15,2019-03-18,2019-03-19
17552,RPV,2018-12-21,2018-12-24,2018-12-26
17553,RRBI,2020-08-27,2020-09-11,2020-09-14
17554,RRBI,2020-05-28,2020-06-12,2020-06-15
17555,RRBI,2020-02-27,2020-03-13,2020-03-16
17556,RRD,2020-01-15,2020-02-13,2020-02-14
17557,RRD,2019-10-24,2019-11-14,2019-11-15
17558,RRD,2019-07-30,2019-08-14,2019-08-15
17559,RRD,2019-04-04,2019-05-14,2019-05-15
17560,RRD,2019-01-17,2019-02-14,2019-02-15
17561,RRD,2018-10-23,2018-11-14,2018-11-15
17562,RRR,2020-01-31,2020-03-12,2020-03-13
17563,RRR,2019-10-28,2019-12-12,2019-12-13
17564,RRR,2019-08-06,2019-09-12,2019-09-13
17565,RRR,2019-04-30,2019-06-13,2019-06-14
17566,RRR,2019-02-12,2019-03-13,2019-03-14
17567,RRR,2018-11-02,2018-12-13,2018-12-14
17568,RSF,2020-07-07,2020-09-15,2020-09-16
17569,RSF,2020-07-07,2020-08-13,2020-08-14
17570,RSF,2020-07-07,2020-07-16,2020-07-17
17571,RSF,2020-04-03,2020-06-15,2020-06-16
17572,RSF,2020-04-03,2020-05-14,2020-05-15
17573,RSF,2020-04-03,2020-04-15,2020-04-16
17574,RSF,2020-01-03,2020-03-16,2020-03-17
17575,RSF,2020-01-03,2020-02-13,2020-02-14
17576,RSF,2020-01-03,2020-01-16,2020-01-17
17577,RSF,2019-10-01,2019-12-11,2019-12-12
17578,RSF,2019-10-01,2019-11-13,2019-11-14
17579,RSF,2019-10-01,2019-10-16,2019-10-17
17580,RSF,2019-07-01,2019-09-11,2019-09-12
17581,RSF,2019-07-01,2019-08-14,2019-08-15
17582,RSF,2019-07-01,2019-07-10,2019-07-11
17583,RSP,2020-01-28,2020-09-21,2020-09-22
17584,RSP,2020-01-28,2020-06-22,2020-06-23
17585,RSP,2020-01-28,2020-03-23,2020-03-24
17586,RSP,2019-01-18,2019-12-23,2019-12-24
17587,RSP,2019-01-18,2019-09-23,2019-09-24
17588,RSP,2019-01-18,2019-06-24,2019-06-25
17589,RSP,2019-03-15,2019-03-18,2019-03-19
17590,RSP,2018-12-21,2018-12-24,2018-12-26
17591,RSXJ,2019-11-22,2019-12-23,2019-12-24
17592,RSXJ,2018-02-01,2018-12-27,2018-12-28
17593,RSXJ,2018-11-16,2018-12-20,2018-12-21
17594,RTLR,2020-07-31,2020-08-14,2020-08-17
17595,RTLR,2020-04-30,2020-05-15,2020-05-18
17596,RTLR,2020-02-13,2020-03-02,2020-03-03
17597,RTLR,2019-10-31,2019-11-14,2019-11-15
17598,RTX,2020-06-08,2020-08-13,2020-08-14
17599,RTX,2020-04-27,2020-05-14,2020-05-15
17600,RUSHA,2020-09-15,2020-09-28,2020-10-13
17601,RUSHA,2020-07-22,2020-08-06,2020-08-07
17602,RUSHA,2020-04-21,2020-05-06,2020-05-07
17603,RUSHA,2020-02-11,2020-02-24,2020-02-25
17604,RUSHA,2019-10-22,2019-11-07,2019-11-08
17605,RUSHA,2019-07-23,2019-08-08,2019-08-09
17606,RUSHA,2019-04-24,2019-05-08,2019-05-09
17607,RUSHA,2019-02-13,2019-02-22,2019-02-25
17608,RUSHA,2018-10-22,2018-11-06,2018-11-07
17609,RUSL,2020-01-09,2020-09-22,2020-09-23
17610,RUSL,2020-01-09,2020-06-23,2020-06-24
17611,RUSL,2020-01-09,2020-03-24,2020-03-25
17612,RUSL,2019-03-13,2019-12-23,2019-12-24
17613,RUSL,2019-03-13,2019-09-24,2019-09-25
17614,RUSL,2019-03-13,2019-06-25,2019-06-26
17615,RUSL,2019-03-13,2019-03-19,2019-03-20
17616,RVI,2019-11-08,2019-11-25,2019-11-26
17617,RVI,2018-12-07,2018-12-14,2018-12-17
17618,RVNU,2020-09-30,2020-10-01,2020-10-02
17619,RVNU,2020-08-31,2020-09-01,2020-09-02
17620,RVNU,2020-07-31,2020-08-03,2020-08-04
17621,RVNU,2020-06-30,2020-07-01,2020-07-02
17622,RVNU,2020-05-29,2020-06-01,2020-06-02
17623,RVNU,2020-04-30,2020-05-01,2020-05-04
17624,RVNU,2020-03-31,2020-04-01,2020-04-02
17625,RVNU,2020-02-28,2020-03-02,2020-03-03
17626,RVNU,2020-01-31,2020-02-03,2020-02-04
17627,RVNU,2019-12-19,2019-12-20,2019-12-23
17628,RVNU,2019-12-02,2019-12-03,2019-12-04
17629,RVNU,2019-10-31,2019-11-01,2019-11-04
17630,RVNU,2019-09-30,2019-10-01,2019-10-02
17631,RVNU,2019-09-03,2019-09-04,2019-09-05
17632,RVNU,2019-07-31,2019-08-01,2019-08-02
17633,RVNU,2019-06-28,2019-07-01,2019-07-02
17634,RVNU,2019-06-03,2019-06-03,2019-06-04
17635,RVNU,2019-04-30,2019-05-01,2019-05-02
17636,RVNU,2019-03-29,2019-04-01,2019-04-02
17637,RVNU,2019-02-28,2019-03-01,2019-03-04
17638,RVNU,2019-01-31,2019-02-01,2019-02-04
17639,RVNU,2018-11-30,2018-12-03,2018-12-04
17640,RVNU,2018-01-30,2018-11-01,2018-11-02
17641,RVRS,2019-12-27,2019-12-30,2019-12-31
17642,RVRS,2018-12-27,2018-12-28,2018-12-31
17643,RVT,2020-09-01,2020-09-10,2020-09-11
17644,RVT,2020-06-01,2020-06-10,2020-06-11
17645,RVT,2020-03-02,2020-03-11,2020-03-12
17646,RVT,2019-12-02,2019-12-11,2019-12-12
17647,RVT,2019-09-03,2019-09-12,2019-09-13
17648,RVT,2019-06-03,2019-06-12,2019-06-13
17649,RVT,2019-03-01,2019-03-08,2019-03-11
17650,RVT,2018-12-03,2018-12-12,2018-12-13
17651,RWJ,2020-01-28,2020-09-21,2020-09-22
17652,RWJ,2020-01-28,2020-06-22,2020-06-23
17653,RWJ,2020-01-28,2020-03-23,2020-03-24
17654,RWJ,2019-12-20,2019-12-23,2019-12-24
17655,RWJ,2019-09-20,2019-09-23,2019-09-24
17656,RWJ,2019-06-21,2019-06-24,2019-06-25
17657,RWL,2020-01-28,2020-09-21,2020-09-22
17658,RWL,2020-01-28,2020-06-22,2020-06-23
17659,RWL,2020-01-28,2020-03-23,2020-03-24
17660,RWL,2019-12-20,2019-12-23,2019-12-24
17661,RWL,2019-09-20,2019-09-23,2019-09-24
17662,RWL,2019-06-21,2019-06-24,2019-06-25
17663,RWM,2020-01-30,2020-09-23,2020-09-24
17664,RWM,2020-01-30,2020-06-24,2020-06-25
17665,RWM,2020-01-30,2020-03-25,2020-03-26
17666,RWM,2019-03-18,2019-12-24,2019-12-26
17667,RWM,2019-03-18,2019-09-25,2019-09-26
17668,RWM,2019-03-18,2019-06-25,2019-06-26
17669,RWM,2019-03-18,2019-03-20,2019-03-21
17670,RWM,2018-01-26,2018-12-26,2018-12-27
17671,RWR,2020-01-16,2020-09-21,2020-09-22
17672,RWR,2020-01-16,2020-06-22,2020-06-23
17673,RWR,2020-01-16,2020-03-23,2020-03-24
17674,RWR,2019-01-14,2019-12-23,2019-12-24
17675,RWR,2019-01-14,2019-09-23,2019-09-24
17676,RWR,2019-01-14,2019-06-24,2019-06-25
17677,RWR,2019-01-14,2019-03-18,2019-03-19
17678,RWR,2018-01-13,2018-12-28,2018-12-31
17679,RWR,2018-01-10,2018-12-24,2018-12-26
17680,RWVG,2020-01-09,2020-09-22,2020-09-23
17681,RWVG,2020-01-09,2020-06-23,2020-06-24
17682,RWVG,2020-01-09,2020-03-24,2020-03-25
17683,RWVG,2019-07-16,2019-12-23,2019-12-24
17684,RWVG,2019-07-16,2019-09-24,2019-09-25
17685,RWVG,2019-06-24,2019-06-25,2019-06-26
17686,RXD,2020-01-30,2020-09-23,2020-09-24
17687,RXD,2020-01-30,2020-06-24,2020-06-25
17688,RXD,2020-01-30,2020-03-25,2020-03-26
17689,RXD,2019-03-18,2019-12-24,2019-12-26
17690,RXD,2019-03-18,2019-09-25,2019-09-26
17691,RXD,2019-03-18,2019-06-25,2019-06-26
17692,RXD,2019-03-18,2019-03-20,2019-03-21
17693,RXD,2018-01-29,2018-12-26,2018-12-27
17694,RXL,2020-01-30,2020-09-23,2020-09-24
17695,RXL,2020-01-30,2020-06-24,2020-06-25
17696,RXL,2020-01-30,2020-03-25,2020-03-26
17697,RXL,2019-03-18,2019-12-24,2019-12-26
17698,RXL,2019-03-18,2019-09-25,2019-09-26
17699,RXL,2019-03-18,2019-06-25,2019-06-26
17700,RXL,2019-03-18,2019-03-20,2019-03-21
17701,RXL,2018-01-29,2018-12-26,2018-12-27
17702,RYAM,2019-05-21,2019-06-13,2019-06-14
17703,RYAM,2019-02-20,2019-03-14,2019-03-15
17704,RYAM,2018-10-04,2018-12-14,2018-12-17
17705,RYE,2020-01-28,2020-09-21,2020-09-22
17706,RYE,2020-01-28,2020-06-22,2020-06-23
17707,RYE,2020-01-28,2020-03-23,2020-03-24
17708,RYE,2019-01-18,2019-12-23,2019-12-24
17709,RYE,2019-01-18,2019-09-23,2019-09-24
17710,RYE,2019-01-18,2019-06-24,2019-06-25
17711,RYE,2019-03-15,2019-03-18,2019-03-19
17712,RYE,2018-12-21,2018-12-24,2018-12-26
17713,RYH,2020-01-28,2020-09-21,2020-09-22
17714,RYH,2020-01-28,2020-06-22,2020-06-23
17715,RYH,2020-01-28,2020-03-23,2020-03-24
17716,RYH,2019-01-18,2019-12-23,2019-12-24
17717,RYH,2019-01-18,2019-09-23,2019-09-24
17718,RYH,2019-01-18,2019-06-24,2019-06-25
17719,RYH,2019-03-15,2019-03-18,2019-03-19
17720,RYH,2018-12-21,2018-12-24,2018-12-26
17721,RYJ,2019-01-18,2019-12-23,2019-12-24
17722,RYJ,2018-12-21,2018-12-24,2018-12-26
17723,RYN,2020-07-27,2020-09-15,2020-09-16
17724,RYN,2020-05-18,2020-06-15,2020-06-16
17725,RYN,2020-02-21,2020-03-16,2020-03-17
17726,RYN,2019-10-18,2019-12-16,2019-12-17
17727,RYN,2019-07-19,2019-09-12,2019-09-13
17728,RYN,2019-05-17,2019-06-13,2019-06-14
17729,RYN,2019-02-22,2019-03-14,2019-03-15
17730,RYN,2018-10-19,2018-12-14,2018-12-17
17731,RZG,2020-01-28,2020-09-21,2020-09-22
17732,RZG,2020-01-28,2020-06-22,2020-06-23
17733,RZG,2020-01-28,2020-03-23,2020-03-24
17734,RZG,2019-01-18,2019-12-23,2019-12-24
17735,RZG,2019-01-18,2019-09-23,2019-09-24
17736,RZG,2019-01-18,2019-06-24,2019-06-25
17737,RZG,2019-03-15,2019-03-18,2019-03-19
17738,RZG,2018-12-21,2018-12-24,2018-12-26
17739,SABR,2020-02-23,2020-03-19,2020-03-20
17740,SABR,2019-12-10,2019-12-19,2019-12-20
17741,SABR,2019-07-23,2019-09-19,2019-09-20
17742,SABR,2019-04-23,2019-06-20,2019-06-21
17743,SABR,2019-02-10,2019-03-20,2019-03-21
17744,SABR,2018-11-28,2018-12-20,2018-12-21
17745,SAFM,2020-09-24,2020-10-05,2020-10-06
17746,SAFM,2020-07-16,2020-07-27,2020-07-28
17747,SAFM,2020-04-16,2020-04-27,2020-04-28
17748,SAFM,2020-01-16,2020-01-27,2020-01-28
17749,SAFM,2019-09-19,2019-09-30,2019-10-01
17750,SAFM,2019-07-18,2019-07-29,2019-07-30
17751,SAFM,2019-04-25,2019-05-06,2019-05-07
17752,SAFM,2019-01-17,2019-01-28,2019-01-29
17753,SALM,2020-03-10,2020-03-23,2020-03-24
17754,SALM,2019-12-10,2019-12-20,2019-12-23
17755,SALM,2019-09-11,2019-09-20,2019-09-23
17756,SALM,2019-05-08,2019-06-13,2019-06-14
17757,SALM,2019-03-06,2019-03-18,2019-03-19
17758,SALM,2018-11-19,2018-12-06,2018-12-07
17759,SAMG,2020-07-28,2020-09-10,2020-09-11
17760,SAMG,2020-04-28,2020-06-11,2020-06-12
17761,SAMG,2020-02-10,2020-03-12,2020-03-13
17762,SAMG,2019-10-28,2019-12-12,2019-12-13
17763,SAMG,2019-07-29,2019-09-12,2019-09-13
17764,SAMG,2019-04-30,2019-06-13,2019-06-14
17765,SAMG,2019-02-12,2019-03-07,2019-03-08
17766,SAMG,2018-10-30,2018-12-13,2018-12-14
17767,SAP,2020-02-25,2020-05-21,2020-05-22
17768,SAR,2020-07-07,2020-07-24,2020-07-27
17769,SAR,2020-01-08,2020-01-23,2020-01-24
17770,SAR,2019-08-27,2019-09-12,2019-09-13
17771,SAR,2019-05-28,2019-06-12,2019-06-13
17772,SAR,2019-02-26,2019-03-13,2019-03-14
17773,SAR,2018-11-27,2018-12-14,2018-12-17
17774,SBAC,2020-08-03,2020-08-24,2020-08-25
17775,SBAC,2020-05-05,2020-05-27,2020-05-28
17776,SBAC,2020-02-19,2020-03-09,2020-03-10
17777,SBAC,2019-10-25,2019-11-20,2019-11-21
17778,SBAC,2019-07-29,2019-08-27,2019-08-28
17779,SBFG,2020-07-21,2020-08-06,2020-08-07
17780,SBFG,2020-04-15,2020-05-07,2020-05-08
17781,SBFG,2020-01-15,2020-02-06,2020-02-07
17782,SBFG,2019-10-17,2019-11-07,2019-11-08
17783,SBFG,2019-07-17,2019-08-08,2019-08-09
17784,SBFG,2019-04-17,2019-05-09,2019-05-10
17785,SBFG,2019-01-16,2019-02-07,2019-02-08
17786,SBFG,2018-10-17,2018-11-08,2018-11-09
17787,SBGI,2020-08-05,2020-08-31,2020-09-01
17788,SBGI,2020-05-06,2020-05-29,2020-06-01
17789,SBGI,2020-02-26,2020-03-06,2020-03-09
17790,SBGI,2019-11-06,2019-11-27,2019-11-29
17791,SBGI,2019-08-07,2019-08-29,2019-08-30
17792,SBGI,2019-05-08,2019-05-30,2019-05-31
17793,SBGI,2019-02-27,2019-03-08,2019-03-11
17794,SBGI,2018-11-07,2018-11-29,2018-11-30
17795,SBI,2020-08-19,2020-09-22,2020-09-23
17796,SBI,2020-05-19,2020-08-21,2020-08-24
17797,SBI,2020-05-19,2020-07-23,2020-07-24
17798,SBI,2020-05-19,2020-06-22,2020-06-23
17799,SBI,2020-02-19,2020-05-20,2020-05-21
17800,SBI,2020-02-19,2020-04-22,2020-04-23
17801,SBI,2020-02-19,2020-03-23,2020-03-24
17802,SBI,2019-11-21,2020-02-20,2020-02-21
17803,SBI,2019-11-21,2020-01-23,2020-01-24
17804,SBI,2019-11-21,2019-12-19,2019-12-20
17805,SBI,2019-08-20,2019-11-21,2019-11-22
17806,SBI,2019-08-20,2019-10-17,2019-10-18
17807,SBI,2019-08-20,2019-09-19,2019-09-20
17808,SBI,2019-05-21,2019-08-22,2019-08-23
17809,SBI,2019-05-21,2019-07-18,2019-07-19
17810,SBI,2019-05-21,2019-06-20,2019-06-21
17811,SBI,2019-02-20,2019-05-23,2019-05-24
17812,SBI,2019-02-20,2019-04-17,2019-04-18
17813,SBI,2019-02-20,2019-03-21,2019-03-22
17814,SBI,2018-11-12,2019-02-14,2019-02-15
17815,SBI,2018-11-12,2019-01-17,2019-01-18
17816,SBI,2018-11-12,2018-12-20,2018-12-21
17817,SBI,2018-08-20,2018-11-21,2018-11-23
17818,SBI,2018-08-20,2018-10-18,2018-10-19
17819,SBLK,2020-02-19,2020-02-28,2020-03-02
17820,SBLK,2019-11-20,2019-11-29,2019-12-02
17821,SBM,2020-01-30,2020-09-23,2020-09-24
17822,SBM,2020-01-30,2020-06-24,2020-06-25
17823,SBM,2020-01-30,2020-03-25,2020-03-26
17824,SBM,2019-03-18,2019-12-24,2019-12-26
17825,SBM,2019-09-24,2019-09-25,2019-09-26
17826,SBM,2019-03-18,2019-06-25,2019-06-26
17827,SBM,2019-03-18,2019-03-20,2019-03-21
17828,SBM,2018-01-26,2018-12-26,2018-12-27
17829,SBR,2020-09-03,2020-09-14,2020-09-15
17830,SBR,2020-08-06,2020-08-14,2020-08-17
17831,SBR,2020-07-02,2020-07-14,2020-07-15
17832,SBR,2020-06-04,2020-06-12,2020-06-15
17833,SBR,2020-05-05,2020-05-14,2020-05-15
17834,SBR,2020-04-03,2020-04-14,2020-04-15
17835,SBR,2020-03-06,2020-03-13,2020-03-16
17836,SBR,2020-02-06,2020-02-14,2020-02-18
17837,SBR,2020-01-03,2020-01-14,2020-01-15
17838,SBR,2019-12-05,2019-12-13,2019-12-16
17839,SBR,2019-11-05,2019-11-14,2019-11-15
17840,SBR,2019-10-04,2019-10-11,2019-10-15
17841,SBR,2019-09-06,2019-09-13,2019-09-16
17842,SBR,2019-08-05,2019-08-14,2019-08-15
17843,SBR,2019-07-03,2019-07-12,2019-07-15
17844,SBR,2019-06-06,2019-06-14,2019-06-17
17845,SBR,2019-05-03,2019-05-14,2019-05-15
17846,SBR,2019-04-04,2019-04-12,2019-04-15
17847,SBR,2019-03-05,2019-03-14,2019-03-15
17848,SBR,2019-02-05,2019-02-14,2019-02-15
17849,SBR,2019-01-04,2019-01-14,2019-01-15
17850,SBR,2018-12-06,2018-12-14,2018-12-17
17851,SBR,2018-11-05,2018-11-14,2018-11-15
17852,SBS,2020-04-23,2020-05-01,2020-05-04
17853,SBS,2019-04-15,2019-04-30,2019-05-01
17854,SBSW,2020-08-28,2020-09-17,2020-09-18
17855,SC,2020-07-31,2020-08-12,2020-08-13
17856,SC,2020-04-28,2020-05-07,2020-05-08
17857,SC,2020-01-29,2020-02-07,2020-02-10
17858,SC,2019-10-30,2019-11-08,2019-11-12
17859,SC,2019-07-24,2019-08-02,2019-08-05
17860,SC,2019-04-30,2019-05-09,2019-05-10
17861,SC,2019-01-30,2019-02-08,2019-02-11
17862,SC,2018-10-31,2018-11-08,2018-11-10
17863,SCC,2020-01-30,2020-06-24,2020-06-25
17864,SCC,2020-01-30,2020-03-25,2020-03-26
17865,SCC,2019-03-18,2019-12-24,2019-12-26
17866,SCC,2019-03-18,2019-09-25,2019-09-26
17867,SCC,2019-03-18,2019-06-25,2019-06-26
17868,SCC,2019-03-18,2019-03-20,2019-03-21
17869,SCC,2018-01-29,2018-12-26,2018-12-27
17870,SCC,2018-01-29,2018-09-26,2018-09-27
17871,SCD,2020-08-19,2020-09-22,2020-09-23
17872,SCD,2020-05-19,2020-06-22,2020-06-23
17873,SCD,2020-02-19,2020-03-23,2020-03-24
17874,SCD,2019-11-21,2019-12-19,2019-12-20
17875,SCD,2019-08-20,2019-09-19,2019-09-20
17876,SCD,2019-05-21,2019-06-20,2019-06-21
17877,SCD,2019-02-20,2019-03-21,2019-03-22
17878,SCD,2018-11-12,2018-12-20,2018-12-21
17879,SCHA,2020-01-23,2020-09-23,2020-09-24
17880,SCHA,2020-01-23,2020-06-24,2020-06-25
17881,SCHA,2020-01-23,2020-03-25,2020-03-26
17882,SCHA,2019-01-28,2019-12-12,2019-12-13
17883,SCHA,2019-01-28,2019-09-25,2019-09-26
17884,SCHA,2019-01-28,2019-06-26,2019-06-27
17885,SCHA,2019-01-28,2019-03-20,2019-03-21
17886,SCHA,2018-12-27,2018-12-28,2018-12-31
17887,SCHA,2018-12-11,2018-12-12,2018-12-13
17888,SCHC,2020-01-23,2020-06-24,2020-06-25
17889,SCHC,2019-01-25,2019-12-12,2019-12-13
17890,SCHC,2019-06-25,2019-06-26,2019-06-27
17891,SCHC,2018-12-11,2018-12-12,2018-12-13
17892,SCHE,2020-01-23,2020-06-24,2020-06-25
17893,SCHE,2019-01-25,2019-12-12,2019-12-13
17894,SCHE,2018-12-27,2018-12-28,2018-12-31
17895,SCHE,2018-12-11,2018-12-12,2018-12-13
17896,SCHG,2020-01-23,2020-09-23,2020-09-24
17897,SCHG,2020-01-23,2020-06-24,2020-06-25
17898,SCHG,2020-01-23,2020-03-25,2020-03-26
17899,SCHG,2019-01-28,2019-12-12,2019-12-13
17900,SCHG,2019-01-28,2019-09-25,2019-09-26
17901,SCHG,2019-01-28,2019-06-26,2019-06-27
17902,SCHG,2019-01-28,2019-03-20,2019-03-21
17903,SCHG,2018-12-27,2018-12-28,2018-12-31
17904,SCHG,2018-12-11,2018-12-12,2018-12-13
17905,SCHI,2020-01-22,2020-10-01,2020-10-02
17906,SCHI,2020-01-22,2020-09-01,2020-09-02
17907,SCHI,2020-01-22,2020-08-03,2020-08-04
17908,SCHI,2020-01-22,2020-07-01,2020-07-02
17909,SCHI,2020-01-22,2020-06-01,2020-06-02
17910,SCHI,2020-01-22,2020-05-01,2020-05-04
17911,SCHI,2020-01-22,2020-04-01,2020-04-02
17912,SCHI,2020-01-22,2020-03-02,2020-03-03
17913,SCHI,2020-01-22,2020-02-03,2020-02-04
17914,SCHI,2019-12-18,2019-12-19,2019-12-20
17915,SCHI,2019-11-29,2019-12-02,2019-12-03
17916,SCHI,2019-10-31,2019-11-01,2019-11-04
17917,SCHK,2020-01-23,2020-09-23,2020-09-24
17918,SCHK,2020-01-23,2020-06-24,2020-06-25
17919,SCHK,2020-01-23,2020-03-25,2020-03-26
17920,SCHK,2019-01-25,2019-12-12,2019-12-13
17921,SCHK,2019-01-25,2019-09-25,2019-09-26
17922,SCHK,2019-01-25,2019-06-26,2019-06-27
17923,SCHK,2019-01-25,2019-03-20,2019-03-21
17924,SCHK,2018-12-27,2018-12-28,2018-12-31
17925,SCHK,2018-12-11,2018-12-12,2018-12-13
17926,SCHM,2020-01-23,2020-09-23,2020-09-24
17927,SCHM,2020-01-23,2020-06-24,2020-06-25
17928,SCHM,2020-01-23,2020-03-25,2020-03-26
17929,SCHM,2019-01-28,2019-12-12,2019-12-13
17930,SCHM,2019-01-28,2019-09-25,2019-09-26
17931,SCHM,2019-01-28,2019-06-26,2019-06-27
17932,SCHM,2019-01-28,2019-03-20,2019-03-21
17933,SCHM,2018-12-11,2018-12-12,2018-12-13
17934,SCHO,2020-01-22,2020-10-01,2020-10-02
17935,SCHO,2020-01-22,2020-09-01,2020-09-02
17936,SCHO,2020-01-22,2020-08-03,2020-08-04
17937,SCHO,2020-01-22,2020-07-01,2020-07-02
17938,SCHO,2020-01-22,2020-06-01,2020-06-02
17939,SCHO,2020-01-22,2020-05-01,2020-05-04
17940,SCHO,2020-01-22,2020-04-01,2020-04-02
17941,SCHO,2020-01-22,2020-03-02,2020-03-03
17942,SCHO,2020-01-22,2020-02-03,2020-02-04
17943,SCHO,2019-01-28,2019-12-19,2019-12-20
17944,SCHO,2019-01-28,2019-12-02,2019-12-03
17945,SCHO,2019-01-28,2019-11-01,2019-11-04
17946,SCHO,2019-01-28,2019-10-01,2019-10-02
17947,SCHO,2019-01-28,2019-09-03,2019-09-04
17948,SCHO,2019-01-28,2019-08-01,2019-08-02
17949,SCHO,2019-01-28,2019-07-01,2019-07-02
17950,SCHO,2019-01-28,2019-06-03,2019-06-04
17951,SCHO,2019-01-28,2019-05-01,2019-05-02
17952,SCHO,2019-01-28,2019-04-01,2019-04-02
17953,SCHO,2019-01-28,2019-03-01,2019-03-04
17954,SCHO,2019-01-31,2019-02-01,2019-02-04
17955,SCHO,2018-01-25,2018-12-19,2018-12-20
17956,SCHO,2018-11-30,2018-12-03,2018-12-04
17957,SCHO,2018-01-25,2018-11-01,2018-11-02
17958,SCHQ,2020-01-22,2020-10-01,2020-10-02
17959,SCHQ,2020-01-22,2020-09-01,2020-09-02
17960,SCHQ,2020-01-22,2020-08-03,2020-08-04
17961,SCHQ,2020-01-22,2020-07-01,2020-07-02
17962,SCHQ,2020-01-22,2020-06-01,2020-06-02
17963,SCHQ,2020-01-22,2020-05-01,2020-05-04
17964,SCHQ,2020-01-22,2020-04-01,2020-04-02
17965,SCHQ,2020-01-22,2020-03-02,2020-03-03
17966,SCHQ,2020-01-22,2020-02-03,2020-02-04
17967,SCHQ,2019-12-18,2019-12-19,2019-12-20
17968,SCHQ,2019-11-29,2019-12-02,2019-12-03
17969,SCHQ,2019-10-31,2019-11-01,2019-11-04
17970,SCHV,2020-01-23,2020-09-23,2020-09-24
17971,SCHV,2020-01-23,2020-06-24,2020-06-25
17972,SCHV,2020-01-23,2020-03-25,2020-03-26
17973,SCHV,2019-01-28,2019-12-12,2019-12-13
17974,SCHV,2019-01-28,2019-09-25,2019-09-26
17975,SCHV,2019-01-28,2019-06-26,2019-06-27
17976,SCHV,2019-01-28,2019-03-20,2019-03-21
17977,SCHV,2018-12-11,2018-12-12,2018-12-13
17978,SCHX,2020-01-23,2020-09-23,2020-09-24
17979,SCHX,2020-01-23,2020-06-24,2020-06-25
17980,SCHX,2020-01-23,2020-03-25,2020-03-26
